展示最近9条实时数据。	select * from t_rt_data order by t_rt_data.Id desc limit 9 ;
以原料雾化蒸汽流量在过去3小时数据的平均值为基准，最近5分钟里有多少条数据超过了这个均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FC1103.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 5 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FC1103.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 3 : 0 ' )  ) ;
以再生器R202顶部一旋入口在过去8小时数据的平均值为基准，最近48分钟里有多少条数据超过了这个均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI222A.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 48 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI222A.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 8 : 0 ' )  ) ;
以塔301顶温度调节在过去1小时数据的平均值为基准，最近25分钟里有多少条数据超过了这个均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TIC303.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 25 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TIC303.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 1 : 0 ' )  ) ;
以R201入口温度在过去60小时数据的平均值为基准，最近26分钟里有多少条数据超过了这个均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_20102' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 26 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_20102' and t_rt_data.Result_time > addtime ( now ( ) , ' - 60 : 0 ' )  ) ;
以3.5MPa蒸汽温度在过去30小时数据的平均值为基准，最近19分钟里有多少条数据超过了这个均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_40102' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 19 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_40102' and t_rt_data.Result_time > addtime ( now ( ) , ' - 30 : 0 ' )  ) ;
最近51分钟内加热炉F-101辐射中部的采样数据当中，有多少超过了加热炉F-101辐射中部在过去72小时内的均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_22423' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 51 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_22423' and t_rt_data.Result_time > addtime ( now ( ) , ' - 72 : 0 ' )  ) ;
最近44分钟内V107回流量的采样数据当中，有多少超过了V107回流量在过去7小时内的均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11202' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 44 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11202' and t_rt_data.Result_time > addtime ( now ( ) , ' - 7 : 0 ' )  ) ;
最近6分钟内待生斜管下部输送风流量的采样数据当中，有多少超过了待生斜管下部输送风流量在过去12小时内的均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FC1102.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 6 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FC1102.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' )  ) ;
最近17分钟内分馏塔底油浆出口温度的采样数据当中，有多少超过了分馏塔底油浆出口温度在过去72小时内的均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI336.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 17 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI336.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 72 : 0 ' )  ) ;
最近28分钟内V701产3.5MPa饱和蒸汽流量的采样数据当中，有多少超过了V701产3.5MPa饱和蒸汽流量在过去7小时内的均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FR281_2.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 28 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FR281_2.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 7 : 0 ' )  ) ;
最近8分钟内C304出口流量的采样数据当中，有多少超过了C304出口流量在过去3小时内的均值？	select count ( * ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_30501' and t_rt_data.Result_time > addtime ( now ( ) , ' 0 : 8 ' ) and t_rt_data.Result_value > ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_30501' and t_rt_data.Result_time > addtime ( now ( ) , ' - 3 : 0 ' )  ) ;
最近1条F204炉出口温度的数据超过它昨天的最大值了吗？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20107' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20107' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) ;
最近1条V101液位的数据超过它昨天的最大值了吗？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211LIC_10102' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211LIC_10102' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) ;
H304出口温度的最新的采样数据是否大于它在昨天的最大值？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_30706' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_30706' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) ;
再生斜管滑阀阀位的最新的采样数据是否大于它在昨天的最大值？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_ZI103.PV' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_ZI103.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) ;
最近7条回炼油至反应流量的数据有哪些不到它昨天的最小值的？	select * from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FC205.PV' and t_rt_data.Result_value < ( select min ( t_rt_data.Result_value ) where t_rt_data.Tag_code = '3B2CHLH_0202B_FC205.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) order by t_rt_data.Id desc limit 7 ;
最近4条V303入口流量的数据有哪些不到它昨天的最小值的？	select * from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_30803' and t_rt_data.Result_value < ( select min ( t_rt_data.Result_value ) where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_30803' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) order by t_rt_data.Id desc limit 4 ;
最近1条外取热器中部温度指示的数据有哪些不到它昨天的最小值的？	select * from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_TIN102.PV' and t_rt_data.Result_value < ( select min ( t_rt_data.Result_value ) where t_rt_data.Tag_code = '3B2CHLH_0202B_TIN102.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) order by t_rt_data.Id desc limit 1 ;
最近100条吸收塔进塔402温度的数据有哪些不到它昨天的最小值的？	select * from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI408.PV' and t_rt_data.Result_value < ( select min ( t_rt_data.Result_value ) where t_rt_data.Tag_code = '3B1CHLH_TI408.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) order by t_rt_data.Id desc limit 100 ;
原料雾化蒸汽流量的最近2条实时数据中哪些小于昨天x的最小值？	select * from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FC1103.PV' and t_rt_data.Result_value < ( select min ( t_rt_data.Result_value ) where t_rt_data.Tag_code = '3B2CHLH_0202B_FC1103.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) order by t_rt_data.Id desc limit 2 ;
分馏塔底搅拌蒸汽流量的最近8条实时数据中哪些小于昨天x的最小值？	select * from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FR210.PV' and t_rt_data.Result_value < ( select min ( t_rt_data.Result_value ) where t_rt_data.Tag_code = '3B2CHLH_0202B_FR210.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) order by t_rt_data.Id desc limit 8 ;
R201出口温度的最近6条实时数据中哪些小于昨天x的最小值？	select * from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_20201' and t_rt_data.Result_value < ( select min ( t_rt_data.Result_value ) where t_rt_data.Tag_code = '2B2LXCZ_0211TI_20201' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) order by t_rt_data.Id desc limit 6 ;
粗汽油至提升管反应器流控的最近3条实时数据中哪些小于昨天x的最小值？	select * from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_FIC235.PV' and t_rt_data.Result_value < ( select min ( t_rt_data.Result_value ) where t_rt_data.Tag_code = '3B1CHLH_FIC235.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) order by t_rt_data.Id desc limit 3 ;
V107回流量这个变量最近一个采样结果超过了它今天的最小值吗？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11202' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11202' and date ( t_rt_data.Result_time ) = curdate ( )  ) ;
F201炉出口温度这个变量最近一个采样结果超过了它今天的最小值吗？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20103' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20103' and date ( t_rt_data.Result_time ) = curdate ( )  ) ;
位号V206顶气流量最新的实时数据是否大于今天该位号的最低值？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FI_21603' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FI_21603' and date ( t_rt_data.Result_time ) = curdate ( )  ) ;
位号再生循环气氧含量最新的实时数据是否大于今天该位号的最低值？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211AIC_30602A' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211AIC_30602A' and date ( t_rt_data.Result_time ) = curdate ( )  ) ;
今天上午5点到现在，最大值减去最小值得到结果最小的是哪个位号？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( curdate ( ) , ' 5 : 0 ' ) group by t_rt_data.Tag_code order by max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) asc limit 1 ;
今天上午10点到现在，最大值减去最小值得到结果最小的是哪个位号？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( curdate ( ) , ' 10 : 0 ' ) group by t_rt_data.Tag_code order by max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) asc limit 1 ;
数据表中今天上午3点到现在，哪个变量的最大值和最小值的差最小？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( curdate ( ) , ' 3 : 0 ' ) group by t_rt_data.Tag_code order by max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) asc limit 1 ;
数据表中今天上午7点到现在，哪个变量的最大值和最小值的差最小？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( curdate ( ) , ' 7 : 0 ' ) group by t_rt_data.Tag_code order by max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) asc limit 1 ;
昨天晚上2点到12点，平均值最小的8个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 12 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 8 ;
昨天晚上3点到4点，平均值最小的2个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 3 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 4 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 2 ;
昨天晚上6点到8点，平均值最小的1个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 6 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 8 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 1 ;
昨天晚上6点到8点，平均值最小的200个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 6 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 8 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 200 ;
昨天晚上1点到9点，平均值最小的9个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 1 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 9 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 9 ;
昨天晚上9点到10点，平均值最小的200个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 9 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 10 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 200 ;
昨晚4点到5点的数据中，采样值的平均值最小的7个位号是哪几个？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 4 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 5 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 7 ;
昨晚7点到8点的数据中，采样值的平均值最小的7个位号是哪几个？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 7 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 8 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 7 ;
昨晚1点到11点的数据中，采样值的平均值最小的4个位号是哪几个？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 1 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 11 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 4 ;
昨晚5点到9点的数据中，采样值的平均值最小的3个位号是哪几个？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 5 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 9 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 3 ;
昨晚2点到8点的数据中，采样值的平均值最小的6个位号是哪几个？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 8 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 6 ;
昨晚7点到12点的数据中，采样值的平均值最小的7个位号是哪几个？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 7 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 12 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 7 ;
