请告诉我最近49分钟的所有实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 49 ' ) ;
告诉我最近9次高报的推理结果。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Alarm_status = 2 order by t_inference_data.Id desc limit 9 ;
容208出中压饱和蒸汽流量最近3次报警推理得到了多少种不同的根原因变量？	select count ( distinct t_inference_data.Inference_root_cause_id ) from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_FI2814.PV' order by t_inference_data.Id desc limit 3 ;
F103炉出口总温度作为根原因出现的时候，都是哪些不同的变量发生了报警？	select distinct t_rt_data.Tag_code from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TIC_11107' ;
再生循环气氧含量在发生低报的时候，都推断出了哪些根原因？	select distinct t_inference_data.Inference_root_cause_id from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211AIC_30602A' and t_rt_data.Alarm_status = 2 ;
告诉我再生斜管滑阀压降控制最近一次报警的诊断结果完整根原因路径。	select t_inference_data.Inference_path from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_PDIC217.PV' order by t_inference_data.Id desc limit 1 ;
统计最近4小时内完成因果推理的变量在这段时间内完成推理的次数。	select count ( * ) from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_inference_data.Inference_time > addtime ( now ( ) , ' - 4 : 0 ' ) group by t_rt_data.Tag_code ;
对最近的一条推理结果，它的根原因在过去18小时内有没有发生报警？	select count ( * ) != 0 from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 18 : 0 ' ) and t_rt_data.Alarm_status != 0 and t_rt_data.Tag_code = ( select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ) ;
有哪些位号在过去96小时内，既发生了报警，也作为推理的最优根原因变量出现？	select distinct t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 96 : 0 ' ) and t_rt_data.Alarm_status != 0 and t_rt_data.Tag_code in ( select distinct t_inference_data.Inference_root_cause_id from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 96 : 0 ' )  ) ;
过去6天内，从发生报警的时间到完成推理的时间平均用了多久？	select avg ( t_inference_data.Inference_time - t_rt_data.Result_time ) from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 6 ) ;
统计最近24小时内，每个发生报警的变量的各自推理结果的最优路径分数的平均值。	select avg ( t_inference_data.Inference_score ) from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_inference_data.Inference_time > addtime ( now ( ) , ' - 24 : 0 ' ) group by t_rt_data.Tag_code ;
哪个位号在发生故障时，在推理后得到的路径分数平均下来最高？	select t_rt_data.Tag_code from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id group by t_rt_data.Tag_code order by avg ( t_inference_data.Inference_score ) desc limit 1 ;
最近21天内，统计每个发生过报警的变量的推理得到的不同最优根原因的数量。	select count ( distinct t_inference_data.Inference_root_cause_id ) from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 21 ) group by t_rt_data.Tag_code ;
对于最新的推理记录，统计最优路径根原因在推理前48分钟内的报警状态。	select t_rt_data.Alarm_status from t_rt_data where t_rt_data.Result_time > addtime (  ( select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 1 ) , ' - 0 : 48 ' ) and t_rt_data.Tag_code = ( select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ) ;
最近3条数据从发生报警到推断分别用了多久？	select t_inference_data.Inference_time - t_rt_data.Result_time from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id order by t_inference_data.Id desc limit 3 ;
检索最近1条推断结果得到的最优根原因的最新数据。	select * from t_rt_data where t_rt_data.Tag_code = ( select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ) order by t_rt_data.Id desc limit 1 ;
最新的推理结果的根原因位点现在的报警状态如何？	select t_rt_data.Alarm_status from t_rt_data where t_rt_data.Tag_code = ( select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ) order by t_rt_data.Id desc limit 1 ;
统计进集合管原料温度的每个模型的路径在推理表中作为最优路径出现的次数。	select count ( * ) from t_model_data left join t_inference_data on t_model_data.Inference_path = t_inference_data.Inference_path where t_model_data.Tag_code = '3B2CHLH_0202B_TI112F.PV' group by t_model_data.Inference_path ;
统计模型表中所有路径在推理表中最优路径一栏中出现的次数，按次数从少到多排列。	select count ( * ) from t_model_data left join t_inference_data on t_model_data.Inference_path = t_inference_data.Inference_path group by t_model_data.Inference_path order by count ( * ) asc ;
筛选模型表中所有在推理表中的最优路径中出现过的路径的根原因。	select t_model_data.Inference_root_cause_id from t_model_data left join t_inference_data on t_model_data.Inference_path = t_inference_data.Inference_path group by t_model_data.Inference_path , t_model_data.Inference_root_cause_id having count ( * ) != 0 ;
哪些可能的推断路径在根原因推断的最优路径中出现过13次以上？	select t_model_data.Inference_path from t_model_data left join t_inference_data on t_model_data.Inference_path = t_inference_data.Inference_path group by t_model_data.Inference_path having count ( * ) > 13 ;
统计模型表中每条字符串长度小于14的模型路径在最近36小时内在根原因推断表的最优路径中出现的次数。	select count ( * ) from t_model_data left join t_inference_data on t_model_data.Inference_path = t_inference_data.Inference_path where length ( t_model_data.Inference_path ) < 14 and t_inference_data.Inference_time > addtime ( now ( ) , ' - 36 : 0 ' ) group by t_model_data.Inference_path ;
