请告诉我最近49分钟的所有实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 49 ' ) ;
今天重整总进料量的最大值有没有超过昨天重整总进料量的最大值？	select ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FICQ_20301' and date ( t_rt_data.Result_time ) = curdate ( )  ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FICQ_20301' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) ;
今天吸收塔一中回流温度的最大值有没有超过昨天吸收塔一中回流温度的最大值？	select ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI412.PV' and date ( t_rt_data.Result_time ) = curdate ( )  ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI412.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) ;
V107回流量这个变量最近一个采样结果超过了它今天的最小值吗？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11202' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11202' and date ( t_rt_data.Result_time ) = curdate ( )  ) ;
F201炉出口温度这个变量最近一个采样结果超过了它今天的最小值吗？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20103' order by t_rt_data.Id desc limit 1 ) > ( select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20103' and date ( t_rt_data.Result_time ) = curdate ( )  ) ;
前11小时的数据中，变量V206回流量的数据最大值减去最小值是多少？	select max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_21602' and t_rt_data.Result_time > addtime ( now ( ) , ' - 11 : 0 ' ) ;
前36小时的数据中，变量R301顶部压力的数据最大值减去最小值是多少？	select max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211PI_30601' and t_rt_data.Result_time > addtime ( now ( ) , ' - 36 : 0 ' ) ;
前108小时的数据中，变量再生斜管滑阀阀位的数据最大值减去最小值是多少？	select max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_ZI103.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 108 : 0 ' ) ;
前60小时的数据中，变量1.0MPa蒸汽温度的数据最大值减去最小值是多少？	select max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_40101' and t_rt_data.Result_time > addtime ( now ( ) , ' - 60 : 0 ' ) ;
今天上午5点到现在，最大值减去最小值得到结果最小的是哪个位号？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( curdate ( ) , ' 5 : 0 ' ) group by t_rt_data.Tag_code order by max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) asc limit 1 ;
今天上午10点到现在，最大值减去最小值得到结果最小的是哪个位号？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( curdate ( ) , ' 10 : 0 ' ) group by t_rt_data.Tag_code order by max ( t_rt_data.Result_value ) - min ( t_rt_data.Result_value ) asc limit 1 ;
昨天晚上2点到12点，平均值最小的8个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 12 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 8 ;
昨天晚上3点到4点，平均值最小的2个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 3 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 4 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 2 ;
昨天晚上6点到8点，平均值最小的1个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 6 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 8 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 1 ;
昨天晚上6点到8点，平均值最小的200个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 6 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 8 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 200 ;
昨天晚上1点到9点，平均值最小的9个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 1 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 9 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 9 ;
昨天晚上9点到10点，平均值最小的200个变量分别是什么？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 9 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 10 : 0 ' ) group by t_rt_data.Tag_code order by avg ( t_rt_data.Result_value ) asc limit 200 ;
上96个小时容402压力控制在几时取到了最大值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_PIC403.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 96 : 0 ' ) order by t_rt_data.Result_value desc limit 1 ;
上8个小时沉降器粗旋压降在几时取到了最大值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_PDR117.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 8 : 0 ' ) order by t_rt_data.Result_value desc limit 1 ;
上11个小时再生器(R202)T型快分出口在几时取到了最大值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI223A.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 11 : 0 ' ) order by t_rt_data.Result_value desc limit 1 ;
上2个小时F102瓦斯流量在几时取到了最大值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11401' and t_rt_data.Result_time > addtime ( now ( ) , ' - 2 : 0 ' ) order by t_rt_data.Result_value desc limit 1 ;
昨天什么时候T304液位指示调节有最小值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_LC305.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) order by t_rt_data.Result_value asc limit 1 ;
昨天什么时候R101入口温度有最小值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_10303' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) order by t_rt_data.Result_value asc limit 1 ;
昨天几点的时候循环氢流量最接近它昨天一整天的平均值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FI_20302' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) order by t_rt_data.Result_value - ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FI_20302' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) asc limit 1 ;
昨天几点的时候燃烧油喷嘴上部温度最接近它昨天一整天的平均值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI228A.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) order by t_rt_data.Result_value - ( select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI228A.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) asc limit 1 ;
列出今天早上3点到10点均值超过20的变量。	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( curdate ( ) , ' 3 : 0 ' ) and addtime ( curdate ( ) , ' 10 : 0 ' ) group by t_rt_data.Tag_code having avg ( t_rt_data.Result_value ) > 20 ;
列出今天早上9点到12点均值超过4的变量。	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( curdate ( ) , ' 9 : 0 ' ) and addtime ( curdate ( ) , ' 12 : 0 ' ) group by t_rt_data.Tag_code having avg ( t_rt_data.Result_value ) > 4 ;
列出今天早上7点到8点均值超过7的变量。	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( curdate ( ) , ' 7 : 0 ' ) and addtime ( curdate ( ) , ' 8 : 0 ' ) group by t_rt_data.Tag_code having avg ( t_rt_data.Result_value ) > 7 ;
列出今天早上8点到12点均值超过20的变量。	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( curdate ( ) , ' 8 : 0 ' ) and addtime ( curdate ( ) , ' 12 : 0 ' ) group by t_rt_data.Tag_code having avg ( t_rt_data.Result_value ) > 20 ;
列出今天早上2点到11点均值超过11的变量。	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( curdate ( ) , ' 2 : 0 ' ) and addtime ( curdate ( ) , ' 11 : 0 ' ) group by t_rt_data.Tag_code having avg ( t_rt_data.Result_value ) > 11 ;
列出今天早上3点到5点均值超过20的变量。	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( curdate ( ) , ' 3 : 0 ' ) and addtime ( curdate ( ) , ' 5 : 0 ' ) group by t_rt_data.Tag_code having avg ( t_rt_data.Result_value ) > 20 ;
昨天有多少个变量发生过没有记录到值的情况？	select count ( t_rt_data.Tag_code ) from t_rt_data where date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Result_value is null group by t_rt_data.Tag_code ;
昨天早上7点到7点57分有哪些变量有缺失值？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 7 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 7 : 57 ' ) and t_rt_data.Result_value is null ;
昨天早上10点到10点27分有哪些变量有缺失值？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 10 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 10 : 27 ' ) and t_rt_data.Result_value is null ;
昨天早上2点到2点59分有哪些变量有缺失值？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 59 ' ) and t_rt_data.Result_value is null ;
昨天早上2点到2点26分有哪些变量有缺失值？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 26 ' ) and t_rt_data.Result_value is null ;
今天几点几分的时候，V317料位第一次超过了14？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211LIC_30301' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value > 14 order by t_rt_data.Id asc limit 1 ;
今天几点几分的时候，中压汽包容208液位控制第一次超过了16？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_LIC2813.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value > 16 order by t_rt_data.Id asc limit 1 ;
今天几点几分的时候，T201第十层塔板液相温度第一次超过了9？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_TI208.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value > 9 order by t_rt_data.Id asc limit 1 ;
今天几点几分的时候，3.5MPa蒸汽至系统压力调节第一次超过了12？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_PIC2823.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value > 12 order by t_rt_data.Id asc limit 1 ;
今天什么时候待生滑阀前温度这个变量发生了第一次缺失值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_TI1112.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value is null order by t_rt_data.Id asc limit 1 ;
今天什么时候分馏二中E214换前温度指示这个变量发生了第一次缺失值？	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_TI205A.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value is null order by t_rt_data.Id asc limit 1 ;
列举今天外循环管滑阀阀位没有记录到数值的时刻。	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_ZI105.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value is null ;
列举今天急冷油喷嘴下部温度没有记录到数值的时刻。	select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI234.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value is null ;
过去4小时中，预提升混合器内外腔压降记录最大的1个记录具体是什么时候记录到的，时间和值分别是多少？	select t_rt_data.Result_time , t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_PDTN102.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 4 : 0 ' ) order by t_rt_data.Result_value desc limit 1 ;
过去12小时中，T202塔釜液位最大的1个记录具体是什么时候记录到的，时间和值分别是多少？	select t_rt_data.Result_time , t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211LIC_21701' and t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' ) order by t_rt_data.Result_value desc limit 1 ;
过去8小时中，沉降器(R201)顶温度最大的3个记录具体是什么时候记录到的，时间和值分别是多少？	select t_rt_data.Result_time , t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI212.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 8 : 0 ' ) order by t_rt_data.Result_value desc limit 3 ;
过去30小时中，F102返塔温度最大的2个记录具体是什么时候记录到的，时间和值分别是多少？	select t_rt_data.Result_time , t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_10907' and t_rt_data.Result_time > addtime ( now ( ) , ' - 30 : 0 ' ) order by t_rt_data.Result_value desc limit 2 ;
过去12小时中，容402不凝气流量记录最大的5个记录具体是什么时候记录到的，时间和值分别是多少？	select t_rt_data.Result_time , t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_FI433.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' ) order by t_rt_data.Result_value desc limit 5 ;
过去1小时中，T201底油浆抽出温度最大的4个记录具体是什么时候记录到的，时间和值分别是多少？	select t_rt_data.Result_time , t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_TI284_1.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 1 : 0 ' ) order by t_rt_data.Result_value desc limit 4 ;
前天沉降器顶温度指示取到最大值的时候，E201进料端出口温度的值是多少？ 	select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_20302' and t_rt_data.Result_time = ( select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_TI104A.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 2 ) order by t_rt_data.Result_value desc limit 1 ) ;
前天烟气总管温度取到最大值的时候，提升管出口温度的值是多少？ 	select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_TI1103A.PV' and t_rt_data.Result_time = ( select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_TRA114.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 2 ) order by t_rt_data.Result_value desc limit 1 ) ;
前天沉降器(R201)油气出口温度取到最大值的时候，汽提段密度的值是多少？ 	select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_DR102.PV' and t_rt_data.Result_time = ( select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI210.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 2 ) order by t_rt_data.Result_value desc limit 1 ) ;
前天油浆正常外甩流量（换前）取到最大值的时候，V103补充氢流量1的值是多少？ 	select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FI_10501' and t_rt_data.Result_time = ( select t_rt_data.Result_time from t_rt_data where t_rt_data.Tag_code = '3B2CHLH_0202B_FC2149.PV' and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 2 ) order by t_rt_data.Result_value desc limit 1 ) ;
